"id","model_id","model_type","collection_name","name","file_name","mime_type","disk","size","manipulations","custom_properties","order_column","created_at","updated_at"
"246","4758","App\\UserSubtaskSubmission","submissions","Josh Holt log file","Josh Holt log file.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","13730","[]","[]","243","2018-12-02 23:30:16","2018-12-02 23:30:16"
"247","4759","App\\UserSubtaskSubmission","submissions","pentestpresentation (1)","pentestpresentation (1).pptx","application/zip","ceph-submission","459818","[]","[]","244","2018-12-02 23:31:50","2018-12-02 23:31:50"
"248","4760","App\\UserSubtaskSubmission","submissions","pentestreporttemp","pentestreporttemp.docx","application/zip","ceph-submission","1022684","[]","[]","245","2018-12-02 23:35:54","2018-12-02 23:35:54"
"249","4765","App\\UserSubtaskSubmission","submissions","MichaelMendiolaLOGS","MichaelMendiolaLOGS.pdf","application/pdf","ceph-submission","28067","[]","[]","246","2018-12-02 23:40:53","2018-12-02 23:40:53"
"250","4767","App\\UserSubtaskSubmission","submissions","pentestlog_PeterLorenzana","pentestlog_PeterLorenzana.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","18917","[]","[]","247","2018-12-02 23:45:22","2018-12-02 23:45:22"
"251","4771","App\\UserSubtaskSubmission","submissions","pentestlogZoe","pentestlogZoe.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","13978","[]","[]","248","2018-12-02 23:55:05","2018-12-02 23:55:05"
"252","4772","App\\UserSubtaskSubmission","submissions","pentest_log","pentest_log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","15279","[]","[]","249","2018-12-02 23:59:50","2018-12-02 23:59:50"
"253","4773","App\\UserSubtaskSubmission","submissions","pentest_report_doc","pentest_report_doc.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","1013362","[]","[]","250","2018-12-03 00:00:37","2018-12-03 00:00:37"
"254","4774","App\\UserSubtaskSubmission","submissions","pentest_presentation","pentest_presentation.pptx","application/octet-stream","ceph-submission","273914","[]","[]","251","2018-12-03 00:02:18","2018-12-03 00:02:18"
"255","4777","App\\UserSubtaskSubmission","submissions","aalexa16_log_file","aalexa16_log_file.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16192","[]","[]","252","2018-12-03 00:09:19","2018-12-03 00:09:19"
"256","4783","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16235","[]","[]","253","2018-12-03 00:25:13","2018-12-03 00:25:13"
"257","4787","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16323","[]","[]","254","2018-12-03 00:31:07","2018-12-03 00:31:07"
"258","4789","App\\UserSubtaskSubmission","submissions","CAITKEN_LOG","CAITKEN_LOG.docx","application/octet-stream","ceph-submission","10584","[]","[]","255","2018-12-03 00:36:35","2018-12-03 00:36:35"
"259","4791","App\\UserSubtaskSubmission","submissions","pentestlogJC","pentestlogJC.pdf","application/pdf","ceph-submission","37213","[]","[]","256","2018-12-03 00:40:00","2018-12-03 00:40:00"
"260","4795","App\\UserSubtaskSubmission","submissions","NataliePentestlogtemp","NataliePentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","7706","[]","[]","257","2018-12-03 00:51:29","2018-12-03 00:51:29"
"261","4796","App\\UserSubtaskSubmission","submissions","CSE468 Presentation","CSE468 Presentation.pptx","application/zip","ceph-submission","73021","[]","[]","258","2018-12-03 00:56:03","2018-12-03 00:56:03"
"262","4798","App\\UserSubtaskSubmission","submissions","CSE468_PentestProject","CSE468_PentestProject.pdf","application/pdf","ceph-submission","1090526","[]","[]","259","2018-12-03 00:56:16","2018-12-03 00:56:16"
"263","4813","App\\UserSubtaskSubmission","submissions","cse468_logfile_crchri11","cse468_logfile_crchri11.pdf","application/pdf","ceph-submission","1248761","[]","[]","260","2018-12-03 01:45:24","2018-12-03 01:45:24"
"264","4815","App\\UserSubtaskSubmission","submissions","aalexa16_log_file","aalexa16_log_file.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16321","[]","[]","261","2018-12-03 01:49:39","2018-12-03 01:49:39"
"265","4818","App\\UserSubtaskSubmission","submissions","Anh Nguyen - Log","Anh Nguyen - Log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","13763","[]","[]","262","2018-12-03 02:04:20","2018-12-03 02:04:20"
"266","4819","App\\UserSubtaskSubmission","submissions","Group Presentation Slides","Group Presentation Slides.pptx","application/vnd.openxmlformats-officedocument.presentationml.presentation","ceph-submission","281533","[]","[]","263","2018-12-03 02:06:18","2018-12-03 02:06:18"
"267","4820","App\\UserSubtaskSubmission","submissions","SaadKatrawala_ScriptKiddies_Log","SaadKatrawala_ScriptKiddies_Log.pdf","application/pdf","ceph-submission","65592","[]","[]","264","2018-12-03 02:06:24","2018-12-03 02:06:24"
"268","4821","App\\UserSubtaskSubmission","submissions","Presentation Slides","Presentation Slides.pdf","application/pdf","ceph-submission","188274","[]","[]","265","2018-12-03 02:15:18","2018-12-03 02:15:18"
"269","4822","App\\UserSubtaskSubmission","submissions","PenTest Project Report","PenTest Project Report.docx","application/zip","ceph-submission","1436635","[]","[]","266","2018-12-03 02:18:06","2018-12-03 02:18:06"
"270","4823","App\\UserSubtaskSubmission","submissions","PenTest Project Report","PenTest Project Report.docx","application/zip","ceph-submission","1436636","[]","[]","267","2018-12-03 02:20:21","2018-12-03 02:20:21"
"271","4824","App\\UserSubtaskSubmission","submissions","pentestpresentation","pentestpresentation.pptx","application/vnd.openxmlformats-officedocument.presentationml.presentation","ceph-submission","112823","[]","[]","268","2018-12-03 02:24:38","2018-12-03 02:24:38"
"272","4825","App\\UserSubtaskSubmission","submissions","aalexa16_log_file","aalexa16_log_file.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","16321","[]","[]","269","2018-12-03 02:25:05","2018-12-03 02:25:05"
"273","4826","App\\UserSubtaskSubmission","submissions","mjagdale_log_file","mjagdale_log_file.pdf","application/pdf","ceph-submission","145153","[]","[]","270","2018-12-03 02:28:07","2018-12-03 02:28:07"
"274","4827","App\\UserSubtaskSubmission","submissions","Anh Nguyen - Log","Anh Nguyen - Log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","352315","[]","[]","271","2018-12-03 02:31:22","2018-12-03 02:31:22"
"275","4832","App\\UserSubtaskSubmission","submissions","Log file Ru Zhang ","Log file Ru Zhang .pdf","application/pdf","ceph-submission","445817","[]","[]","272","2018-12-03 02:44:28","2018-12-03 02:44:28"
"276","4833","App\\UserSubtaskSubmission","submissions","Anh Nguyen - Log","Anh Nguyen - Log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","631181","[]","[]","273","2018-12-03 02:46:32","2018-12-03 02:46:32"
"277","4834","App\\UserSubtaskSubmission","submissions","CSE486 TeamX Presentation","CSE486 TeamX Presentation.pdf","application/pdf","ceph-submission","396595","[]","[]","274","2018-12-03 02:50:39","2018-12-03 02:50:39"
"278","4835","App\\UserSubtaskSubmission","submissions","Logs","Logs.pdf","application/pdf","ceph-submission","103841","[]","[]","275","2018-12-03 02:51:32","2018-12-03 02:51:32"
"279","4836","App\\UserSubtaskSubmission","submissions","Anh Nguyen - Log","Anh Nguyen - Log.pdf","application/pdf","ceph-submission","427407","[]","[]","276","2018-12-03 02:53:33","2018-12-03 02:53:33"
"280","4837","App\\UserSubtaskSubmission","submissions","PenTest Project Report","PenTest Project Report.pdf","application/pdf","ceph-submission","994240","[]","[]","277","2018-12-03 02:53:45","2018-12-03 02:53:45"
"281","4838","App\\UserSubtaskSubmission","submissions","Pen Test Report","Pen Test Report.pdf","application/pdf","ceph-submission","511223","[]","[]","278","2018-12-03 02:53:46","2018-12-03 02:53:46"
"282","4839","App\\UserSubtaskSubmission","submissions","Presentation Slides","Presentation Slides.pdf","application/pdf","ceph-submission","188274","[]","[]","279","2018-12-03 02:55:13","2018-12-03 02:55:13"
"283","4841","App\\UserSubtaskSubmission","submissions","ncortes2_logg","ncortes2_logg.docx","application/octet-stream","ceph-submission","10182","[]","[]","280","2018-12-03 03:00:00","2018-12-03 03:00:00"
"284","4842","App\\UserSubtaskSubmission","submissions","pentestpresentation","pentestpresentation.pptx","application/vnd.openxmlformats-officedocument.presentationml.presentation","ceph-submission","944020","[]","[]","281","2018-12-03 03:00:44","2018-12-03 03:00:44"
"285","4843","App\\UserSubtaskSubmission","submissions","TeamX Pentest Report-compressed","TeamX Pentest Report-compressed.pdf","application/pdf","ceph-submission","319558","[]","[]","282","2018-12-03 03:04:51","2018-12-03 03:04:51"
"286","4844","App\\UserSubtaskSubmission","submissions","pentestreporttemp","pentestreporttemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","142033","[]","[]","283","2018-12-03 03:06:12","2018-12-03 03:06:12"
"287","4845","App\\UserSubtaskSubmission","submissions","cse468_Jingyi_Li_Pentestlogtemp","cse468_Jingyi_Li_Pentestlogtemp.pdf","application/pdf","ceph-submission","54446","[]","[]","284","2018-12-03 03:07:49","2018-12-03 03:07:49"
"288","4850","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","15715","[]","[]","285","2018-12-03 03:15:26","2018-12-03 03:15:26"
"289","4855","App\\UserSubtaskSubmission","submissions","dharmeshlogCSE468","dharmeshlogCSE468.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","15276","[]","[]","286","2018-12-03 03:21:11","2018-12-03 03:21:11"
"290","4856","App\\UserSubtaskSubmission","submissions","ScriptKiddies_Report","ScriptKiddies_Report.pdf","application/pdf","ceph-submission","212764","[]","[]","287","2018-12-03 03:21:19","2018-12-03 03:21:19"
"291","4858","App\\UserSubtaskSubmission","submissions","revanthlogCSE468","revanthlogCSE468.pdf","application/pdf","ceph-submission","68570","[]","[]","288","2018-12-03 03:25:44","2018-12-03 03:25:44"
"292","4861","App\\UserSubtaskSubmission","submissions","pentestlog_task1","pentestlog_task1.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","1877789","[]","[]","289","2018-12-03 03:30:59","2018-12-03 03:30:59"
"293","4865","App\\UserSubtaskSubmission","submissions","ScriptKiddies_Report","ScriptKiddies_Report.pdf","application/pdf","ceph-submission","215587","[]","[]","290","2018-12-03 03:34:45","2018-12-03 03:34:45"
"294","4868","App\\UserSubtaskSubmission","submissions","ScriptKiddies_Presentation","ScriptKiddies_Presentation.pdf","application/pdf","ceph-submission","182942","[]","[]","291","2018-12-03 03:36:52","2018-12-03 03:36:52"
"295","4869","App\\UserSubtaskSubmission","submissions","ScriptKiddies_Report","ScriptKiddies_Report.pdf","application/pdf","ceph-submission","215587","[]","[]","292","2018-12-03 03:39:03","2018-12-03 03:39:03"
"296","4870","App\\UserSubtaskSubmission","submissions","CSE 468 Logs","CSE 468 Logs.pdf","application/pdf","ceph-submission","26907","[]","[]","293","2018-12-03 03:40:00","2018-12-03 03:40:00"
"297","4871","App\\UserSubtaskSubmission","submissions","ScriptKiddies_Presentation","ScriptKiddies_Presentation.pptx","application/zip","ceph-submission","84617","[]","[]","294","2018-12-03 03:40:12","2018-12-03 03:40:12"
"298","4873","App\\UserSubtaskSubmission","submissions","MyLogsJC","MyLogsJC.pdf","application/pdf","ceph-submission","40151","[]","[]","295","2018-12-03 03:40:51","2018-12-03 03:40:51"
"299","4875","App\\UserSubtaskSubmission","submissions","christopher_brashear_pentestlog","christopher_brashear_pentestlog.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","13871","[]","[]","296","2018-12-03 03:43:42","2018-12-03 03:43:42"
"300","4877","App\\UserSubtaskSubmission","submissions","pentestreporttemp","pentestreporttemp.pdf","application/pdf","ceph-submission","1237021","[]","[]","297","2018-12-03 03:44:34","2018-12-03 03:44:34"
"301","4879","App\\UserSubtaskSubmission","submissions","pentestpresentation","pentestpresentation.pdf","application/pdf","ceph-submission","1766692","[]","[]","298","2018-12-03 03:46:36","2018-12-03 03:46:36"
"302","4880","App\\UserSubtaskSubmission","submissions","cse468_pentestpresentation_team10","cse468_pentestpresentation_team10.pdf","application/pdf","ceph-submission","1070854","[]","[]","299","2018-12-03 03:46:45","2018-12-03 03:46:45"
"303","4881","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14327","[]","[]","300","2018-12-03 03:47:05","2018-12-03 03:47:05"
"304","4882","App\\UserSubtaskSubmission","submissions","pentestlogtemp (1)","pentestlogtemp (1).docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14171","[]","[]","301","2018-12-03 03:47:14","2018-12-03 03:47:14"
"305","4883","App\\UserSubtaskSubmission","submissions","all_scans_nxixg2","all_scans_nxixg2.nessus","application/xml","ceph-submission","1521260","[]","[]","302","2018-12-03 03:47:27","2018-12-03 03:47:27"
"306","4888","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14580","[]","[]","303","2018-12-03 03:50:28","2018-12-03 03:50:28"
"307","4892","App\\UserSubtaskSubmission","submissions","log dietz","log dietz.pdf","application/pdf","ceph-submission","27109","[]","[]","304","2018-12-03 03:52:21","2018-12-03 03:52:21"
"308","4898","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14643","[]","[]","305","2018-12-03 04:07:01","2018-12-03 04:07:01"
"309","4900","App\\UserSubtaskSubmission","submissions","pentestlogtemp_Meet_Pathak","pentestlogtemp_Meet_Pathak.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","15346","[]","[]","306","2018-12-03 04:10:06","2018-12-03 04:10:06"
"310","4903","App\\UserSubtaskSubmission","submissions","jichacon_log","jichacon_log.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","7676","[]","[]","307","2018-12-03 04:18:28","2018-12-03 04:18:28"
"311","4905","App\\UserSubtaskSubmission","submissions","pentest_cse468_part1","pentest_cse468_part1.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","1959975","[]","[]","308","2018-12-03 04:31:55","2018-12-03 04:31:55"
"312","4906","App\\UserSubtaskSubmission","submissions","Pentest_cse468_part2","Pentest_cse468_part2.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","1512231","[]","[]","309","2018-12-03 04:32:17","2018-12-03 04:32:17"
"313","4907","App\\UserSubtaskSubmission","submissions","pentest_cse468_part3","pentest_cse468_part3.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","908125","[]","[]","310","2018-12-03 04:32:40","2018-12-03 04:32:40"
"314","4912","App\\UserSubtaskSubmission","submissions","pentestpresentation (2) (1)","pentestpresentation (2) (1).pptx","application/vnd.openxmlformats-officedocument.presentationml.presentation","ceph-submission","1743027","[]","[]","311","2018-12-03 04:37:43","2018-12-03 04:37:43"
"315","4913","App\\UserSubtaskSubmission","submissions","pentestlog_task1-Avihai","pentestlog_task1-Avihai.pdf","application/pdf","ceph-submission","24786","[]","[]","312","2018-12-03 04:44:09","2018-12-03 04:44:09"
"316","4917","App\\UserSubtaskSubmission","submissions","TeamX Pentest Report-compressed","TeamX Pentest Report-compressed.pdf","application/pdf","ceph-submission","319558","[]","[]","313","2018-12-03 04:53:23","2018-12-03 04:53:23"
"317","4918","App\\UserSubtaskSubmission","submissions","CSE486 TeamX Presentation","CSE486 TeamX Presentation.pdf","application/pdf","ceph-submission","396595","[]","[]","314","2018-12-03 04:53:41","2018-12-03 04:53:41"
"318","4919","App\\UserSubtaskSubmission","submissions","pentest_log","pentest_log.odt","application/vnd.oasis.opendocument.text","ceph-submission","15689","[]","[]","315","2018-12-03 04:54:13","2018-12-03 04:54:13"
"319","4922","App\\UserSubtaskSubmission","submissions","cse468_group_pentests_report","cse468_group_pentests_report.pdf","application/pdf","ceph-submission","1909140","[]","[]","316","2018-12-03 04:57:42","2018-12-03 04:57:42"
"320","4924","App\\UserSubtaskSubmission","submissions","CSE 468 Group Project PenTests","CSE 468 Group Project PenTests.pdf","application/pdf","ceph-submission","1909140","[]","[]","317","2018-12-03 04:59:56","2018-12-03 04:59:56"
"321","4926","App\\UserSubtaskSubmission","submissions","pentestpresentation","pentestpresentation.pdf","application/pdf","ceph-submission","1070854","[]","[]","318","2018-12-03 05:01:23","2018-12-03 05:01:23"
"322","4929","App\\UserSubtaskSubmission","submissions","Sergio_pentestlog","Sergio_pentestlog.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","7477","[]","[]","319","2018-12-03 05:05:30","2018-12-03 05:05:30"
"323","4930","App\\UserSubtaskSubmission","submissions","CraigKnappenbergerExploitLog","CraigKnappenbergerExploitLog.pdf","application/pdf","ceph-submission","66185","[]","[]","320","2018-12-03 05:07:18","2018-12-03 05:07:18"
"324","4934","App\\UserSubtaskSubmission","submissions","suhail-log-project","suhail-log-project.pdf","application/pdf","ceph-submission","21321","[]","[]","321","2018-12-03 05:11:52","2018-12-03 05:11:52"
"325","4935","App\\UserSubtaskSubmission","submissions","group project","group project.pdf","application/pdf","ceph-submission","238559","[]","[]","322","2018-12-03 05:13:16","2018-12-03 05:13:16"
"326","4939","App\\UserSubtaskSubmission","submissions","LogFile","LogFile.pdf","application/pdf","ceph-submission","76738","[]","[]","323","2018-12-03 05:15:22","2018-12-03 05:15:22"
"327","4940","App\\UserSubtaskSubmission","submissions","pentestpresentation","pentestpresentation.pdf","application/pdf","ceph-submission","1089007","[]","[]","324","2018-12-03 05:20:01","2018-12-03 05:20:01"
"328","4944","App\\UserSubtaskSubmission","submissions","system-scan_aiwvgr","system-scan_aiwvgr.nessus","application/xml","ceph-submission","1096039","[]","[]","325","2018-12-03 05:35:00","2018-12-03 05:35:00"
"329","4947","App\\UserSubtaskSubmission","submissions","pentestlogtemp","pentestlogtemp.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","15096","[]","[]","326","2018-12-03 05:39:04","2018-12-03 05:39:04"
"330","4949","App\\UserSubtaskSubmission","submissions","pentestreporttemp.pdf","pentestreporttemp.pdf.zip","application/zip","ceph-submission","1815015","[]","[]","327","2018-12-03 05:39:16","2018-12-03 05:39:16"
"331","4950","App\\UserSubtaskSubmission","submissions","pentestpresentation-2","pentestpresentation-2.pptx","application/zip","ceph-submission","148591","[]","[]","328","2018-12-03 05:40:42","2018-12-03 05:40:42"
"332","4955","App\\UserSubtaskSubmission","submissions","TeamC_pentest_report","TeamC_pentest_report.pdf","application/pdf","ceph-submission","183897","[]","[]","329","2018-12-03 05:43:20","2018-12-03 05:43:20"
"333","4957","App\\UserSubtaskSubmission","submissions","CSE 468 Final Presentation","CSE 468 Final Presentation.pdf","application/pdf","ceph-submission","80792","[]","[]","330","2018-12-03 05:44:31","2018-12-03 05:44:31"
"334","4958","App\\UserSubtaskSubmission","submissions","CSE 468 Final Report","CSE 468 Final Report.pdf","application/pdf","ceph-submission","1847690","[]","[]","331","2018-12-03 05:44:51","2018-12-03 05:44:51"
"335","4959","App\\UserSubtaskSubmission","submissions","pentestlog","pentestlog.docx","application/octet-stream","ceph-submission","10425","[]","[]","332","2018-12-03 05:45:08","2018-12-03 05:45:08"
"336","4962","App\\UserSubtaskSubmission","submissions","Presentation","Presentation.pptx","application/zip","ceph-submission","321065","[]","[]","333","2018-12-03 05:49:10","2018-12-03 05:49:10"
"337","4963","App\\UserSubtaskSubmission","submissions","Pentest Report","Pentest Report.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","222488","[]","[]","334","2018-12-03 05:49:29","2018-12-03 05:49:29"
"338","4964","App\\UserSubtaskSubmission","submissions","MichaelHarnessLog","MichaelHarnessLog.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14157","[]","[]","335","2018-12-03 05:49:47","2018-12-03 05:49:47"
"339","4968","App\\UserSubtaskSubmission","submissions","LoganCousinsLog","LoganCousinsLog.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","14345","[]","[]","336","2018-12-03 05:54:31","2018-12-03 05:54:31"
"340","4973","App\\UserSubtaskSubmission","submissions","TeamC_pentest_report","TeamC_pentest_report.pdf","application/pdf","ceph-submission","184170","[]","[]","337","2018-12-03 05:57:20","2018-12-03 05:57:20"
"341","4975","App\\UserSubtaskSubmission","submissions","SaadKatrawala_ScriptKiddies_Report","SaadKatrawala_ScriptKiddies_Report.pdf","application/pdf","ceph-submission","215587","[]","[]","338","2018-12-03 05:59:10","2018-12-03 05:59:10"
"342","4977","App\\UserSubtaskSubmission","submissions","Saad_Katrawala_ScriptKiddies_Presentation","Saad_Katrawala_ScriptKiddies_Presentation.pptx","application/zip","ceph-submission","84622","[]","[]","339","2018-12-03 06:00:28","2018-12-03 06:00:28"
"343","4978","App\\UserSubtaskSubmission","submissions","PentestDocs","PentestDocs.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","ceph-submission","1997830","[]","[]","340","2018-12-03 06:03:37","2018-12-03 06:03:37"
"344","4979","App\\UserSubtaskSubmission","submissions","ProjectPresentation","ProjectPresentation.pptx","application/zip","ceph-submission","359773","[]","[]","341","2018-12-03 06:04:40","2018-12-03 06:04:40"
"345","4982","App\\UserSubtaskSubmission","submissions","pentestreporttemp","pentestreporttemp.pdf","application/pdf","ceph-submission","740631","[]","[]","342","2018-12-03 06:32:05","2018-12-03 06:32:05"
"346","4985","App\\UserSubtaskSubmission","submissions","Alienware AW3418DW - 34.1_ Curved IPS LED Monitor - WQHD - 21_9 - Epic Silver - Google Express","Alienware AW3418DW - 34.1_ Curved IPS LED Monitor - WQHD - 21_9 - Epic Silver - Google Express.pdf","application/pdf","ceph-submission","3284627","[]","[]","343","2018-12-03 06:42:03","2018-12-03 06:42:03"
"347","4921","App\\User","avatars","IMG-20180702-WA0057","IMG-20180702-WA0057.jpg","image/jpeg","ceph-avatar","245483","[]","[]","344","2018-12-12 22:17:02","2018-12-12 22:17:02"
